jid,formula,formation_energy_per_atom,optb88vdw_bandgap,mbj_bandgap,ehull,spacegroup_number,natoms,volume,bulk_modulus_kv,shear_modulus_gv
JVASP-30436,Co5SnO12,-1.03001,0.0,0.0,0.1584,,,,,
JVASP-47303,Li2MnF6,-2.77258,2.221,na,0.062,,,,,
JVASP-46151,Li2TiCo2O5,-1.99585,0.035,na,0.1363,,,,,
JVASP-45939,Li2MnFe3O8,-1.70475,0.0,na,0.0834,,,,,
JVASP-46694,Li3Mn5OF11,-2.49458,1.731,na,0.0,,,,,
JVASP-46813,VOF,-2.62445,0.203,na,0.097,,,,,
JVASP-46198,Li2FeNiP2O8,-2.01902,0.0,na,0.0317,,,,,
JVASP-37188,WN2,-0.58811,1.758,1.791,0.0673,,,,,
JVASP-32828,SnI4,-0.29114,0.517,1.26,0.0264,,,,,
JVASP-28618,Te2MoWS2,-0.42009,0.144,na,0.1981,,,,,
JVASP-47306,LiVF4,-3.04734,0.0,0.0,0.0262,,,,,
JVASP-37071,TbNaS2,-2.00512,2.292,3.249,0.0,,,,,
JVASP-33853,CrSbS3,-0.57075,0.623,na,0.0,,,,,
JVASP-45792,Nb4VO12,-2.62011,0.336,na,0.0697,,,,,
JVASP-37115,RbNaH2,-0.18629,2.578,4.592,0.1084,,,,,
JVASP-37281,Sm3Ag,-0.01102,0.0,0.0,0.1512,,,,,
JVASP-37892,BaSr3,0.01165,0.0,na,0.0443,,,,,
JVASP-23,CdTe,-0.40907,0.498,1.64,0.0,,,,,
JVASP-47308,LiVF6,-2.92954,3.022,na,0.0167,,,,,
JVASP-46743,Li3MnSi2O7,-2.45177,1.284,na,0.1075,,,,,
JVASP-45940,NaVPCO7,-2.05816,0.356,na,0.0,,,,,
JVASP-45995,Dy2Ge2O7,-2.76148,3.92,6.013,0.0544,,,,,
JVASP-46237,Li4CrFe3O8,-1.88209,0.0,0.0,0.0176,,,,,
JVASP-45795,Li3MnFe3O8,-1.7932,0.0,na,0.0401,,,,,
JVASP-28619,Te2MoW3Se4S2,-0.45006,0.365,na,0.2193,,,,,
JVASP-38820,Ta2CrRu,-0.27328,0.0,0.0,0.0,,,,,
JVASP-40442,Ca2MgIn,-0.36759,0.0,0.0,0.0,,,,,
JVASP-5656,AlSeBr7,-0.60434,2.135,3.122,0.0,,,,,
JVASP-37192,Mn2SiNi,-0.18491,0.0,0.0,0.1083,,,,,
JVASP-47311,LiVF6,-2.92673,2.997,na,0.0195,,,,,
JVASP-4453,TbLi2F6,-3.2898,0.285,na,0.0711,,,,,
JVASP-45796,Li4CuNi3P4O16,-1.9509,0.036,na,0.0186,,,,,
JVASP-45941,Na2GaPCO7,-2.05184,4.101,na,0.0,,,,,
JVASP-46902,Li2MnCoO4,-1.83451,0.0,0.0,0.0697,,,,,
JVASP-33797,AcI3,-1.48866,2.041,3.047,0.0,,,,,
JVASP-37893,CeY3,0.07861,0.0,na,0.0814,,,,,
JVASP-29705,InSiTe3,0.08278,0.0,0.0,0.2768,,,,,
JVASP-30458,C,0.00183,0.134,0.197,0.0,,,,,
JVASP-37894,CeDyZn2,-0.28978,0.0,na,0.0337,,,,,
JVASP-46903,Li2VF4,-2.88916,1.578,na,0.0988,,,,,
JVASP-37072,TbNaSe2,-1.79019,1.862,2.953,0.0,,,,,
JVASP-37116,PrRhC2,-0.33929,0.0,0.0,0.0145,,,,,
JVASP-45798,Li3Mn3Fe2O10,-1.80704,0.0,na,0.1233,,,,,
JVASP-45953,Na2AlPCO7,-2.33528,5.339,na,-0.0,,,,,
JVASP-37150,Nb3Fe,0.20404,0.0,0.0,0.2693,,,,,
JVASP-47022,V3O5F,-2.56687,0.0,0.0,0.0796,,,,,
JVASP-29739,SmMgF4,-3.48769,0.0,na,0.3572,,,,,
JVASP-46904,Li6NiOF6,-2.7617,0.0,na,0.0819,,,,,
JVASP-45799,Li4Mn3Fe2O10,-1.85101,0.025,na,0.1018,,,,,
JVASP-14006,Li2NdSb2,-0.7609,0.0,na,0.1302,,,,,
JVASP-35205,SiGeN2O,-1.14273,3.523,5.098,0.0534,,,,,
JVASP-45954,LiBi3Br2O4,-1.45928,2.58,na,0.0,,,,,
JVASP-36925,KCrCl3,-1.4531,0.0,0.0,0.0,,,,,
JVASP-47023,LiV2OF5,-2.95587,0.534,na,0.0164,,,,,
JVASP-37896,CaAgHg2,-0.25556,0.0,na,0.0054,,,,,
JVASP-4456,Nb2CS2,-0.93895,0.0,na,0.0105,,,,,
JVASP-47315,LiVF6,-2.92069,2.934,na,0.0255,,,,,
JVASP-38821,Zn2PtRh,-0.49772,0.0,0.0,0.0,,,,,
JVASP-46906,NaV3O6,-2.36606,0.0,na,0.0,,,,,
JVASP-37282,Sm3Hg,-0.12039,0.0,0.0,0.0723,,,,,
JVASP-46152,VOF,-2.59803,0.919,na,0.1234,,,,,
JVASP-47326,Mn5O7F,-1.76868,0.0,na,0.0,,,,,
JVASP-45803,Li8TiMn3O12,-2.26917,1.122,na,0.0853,,,,,
JVASP-37073,TbKS2,-2.06139,2.369,3.283,0.0,,,,,
JVASP-5659,HfCl4,-1.87674,3.912,5.003,0.0,,,,,
JVASP-45957,Na3MgPCO7,-2.30646,4.835,na,0.0,,,,,
JVASP-119,Rb2Te,-1.0832,1.887,3.439,0.0218,,,,,
JVASP-46911,Li3Co2NiO6,-1.6023,0.0,na,0.026,,,,,
JVASP-29244,Sb4Br2O5,-1.29263,2.41,3.543,0.0,,,,,
JVASP-30736,MgBi2O4,-1.77763,2.281,4.056,0.0635,,,,,
JVASP-46157,Mg2CoO4,-2.02219,0.086,na,0.1699,,,,,
JVASP-46695,VOF3,-2.72023,2.772,3.191,0.0203,,,,,
JVASP-44909,LiVGaO4,-2.27363,0.0,na,0.0922,,,,,
JVASP-29245,USeO5,-2.17306,2.019,2.217,0.0,,,,,
JVASP-45805,Li8CrFe3O12,-1.9438,0.0,na,0.0916,,,,,
JVASP-46913,Li2VF5,-3.0582,0.068,na,0.0446,,,,,
JVASP-36709,YWN3,-1.24371,1.345,1.794,0.034,,,,,
JVASP-37283,SmDyIn2,-0.4886,0.0,na,0.0125,,,,,
JVASP-37151,Nb3Cr,0.09602,0.0,0.0,0.1085,,,,,
JVASP-37897,ErRu3,0.09711,0.0,0.0,0.3876,,,,,
JVASP-29709,C,0.95414,0.0,3.762,0.0,,,,,
JVASP-46238,Li2AlNiO4,-2.07864,0.27,na,0.1529,,,,,
JVASP-45961,LiSiPCO7,-2.15148,6.132,na,0.0835,,,,,
JVASP-46159,MgCo2O4,-1.73834,0.918,na,0.0002,,,,,
JVASP-44912,Li2Al2FeO6,-2.513,0.0,0.0,0.0704,,,,,
JVASP-33798,SeI2,0.11288,0.843,1.437,0.1129,,,,,
JVASP-45234,Li2Cr3SnO8,-2.06489,0.063,na,0.0843,,,,,
JVASP-37117,PrTlTe2,-1.10461,0.682,1.009,0.0,,,,,
JVASP-46914,Li4V3OF11,-2.97976,0.186,na,0.0704,,,,,
JVASP-46697,LiMn3OF5,-2.28752,1.271,na,0.0,,,,,
JVASP-32255,K2CdO2,-1.33373,1.553,3.259,0.0,,,,,
JVASP-45808,Li2MnSi2O6,-2.48785,2.517,na,0.0561,,,,,
JVASP-29712,Re3Se4Cl,-0.45856,1.105,1.343,0.0,,,,,
JVASP-30750,MgTiGe2O6,-2.33821,1.943,na,0.0712,,,,,
JVASP-36926,InSnBr3,-0.7289,1.305,1.415,0.0815,,,,,
JVASP-37152,Nb3Fe,0.30794,0.0,na,0.3732,,,,,
JVASP-45963,LiGePCO7,-1.86772,3.905,na,0.0646,,,,,
JVASP-46915,LiVF3,-2.7815,1.457,na,0.1255,,,,,
JVASP-37898,ErTa3,0.3305,0.0,na,0.3314,,,,,
JVASP-44914,Li2TiCo2O5,-1.98065,0.0,na,0.1515,,,,,
JVASP-29713,ZrIN,-1.53101,0.776,na,0.0237,,,,,
JVASP-46162,Li2TiFe2O5,-2.11202,0.0,na,0.0925,,,,,
JVASP-45235,Li7Cr5O12,-2.25668,0.0,0.0,0.0,,,,,
JVASP-37074,TbNi,-0.51643,0.0,na,0.0,,,,,
JVASP-37899,Cr3Cu,0.277,0.0,na,0.277,,,,,
JVASP-32267,H2SeO3,-0.86507,4.357,na,0.0,,,,,
JVASP-45813,LiVF4,-3.00271,0.0,na,0.0708,,,,,
JVASP-47027,Li2CrCoO4,-1.95138,0.318,na,0.0245,,,,,
JVASP-46700,Li6MnO2F4,-2.50513,1.591,na,0.0,,,,,
JVASP-36990,TlAgCl3,-0.69927,0.0,na,0.0,,,,,
JVASP-45965,Li8SbS6,-1.19713,0.0,0.939,0.0772,,,,,
JVASP-46163,CoAgO3,-0.70061,0.0,na,0.0383,,,,,
JVASP-46916,Li2V3CoO8,-2.27804,0.0,na,0.0704,,,,,
JVASP-46747,Li2MnSi3O8,-2.52862,1.288,na,0.0919,,,,,
JVASP-37284,Sm3Hf,0.15609,0.0,0.0,0.1561,,,,,
JVASP-14007,MnCuAs,0.10009,0.0,na,0.2372,,,,,
JVASP-30753,Cr3O8,-1.45832,0.0,na,0.3579,,,,,
JVASP-33799,SeBr2,0.02024,0.824,1.872,0.0731,,,,,
JVASP-46166,VCoO4,-1.82305,0.312,na,0.0534,,,,,
JVASP-44915,VCrO3,-2.29664,0.0,0.0,0.0,,,,,
JVASP-47029,Li2CoNiO4,-1.56832,0.0,0.0,0.0252,,,,,
JVASP-45827,LiFeSiO4,-2.19567,1.194,na,0.1063,,,,,
JVASP-46917,Li3VO2F2,-2.71488,0.113,na,0.1331,,,,,
JVASP-45236,Li3V6O16,-2.49478,0.0,na,0.0,,,,,
JVASP-46748,LiFeSiO4,-2.18989,1.178,na,0.112,,,,,
JVASP-35206,ZnSiN2,-0.89252,3.534,4.233,0.0,,,,,
JVASP-4310,Fe5Si3,-0.25262,0.0,0.0,0.0897,,,,,
JVASP-13881,FeSe,0.2655,0.0,na,0.5566,,,,,
JVASP-37118,PrTlSe2,-1.42275,1.227,1.64,0.0,,,,,
JVASP-47032,Li2NiOF2,-2.2815,0.0,na,0.0996,,,,,
JVASP-4471,KPF6,-2.84926,7.555,9.807,0.0,,,,,
JVASP-45831,Li3V2F9,-3.02943,0.0,0.0,0.0608,,,,,
JVASP-45237,LiTiV3O10,-2.54662,1.513,1.725,0.0559,,,,,
JVASP-37119,PuCoC2,-0.29695,0.0,0.0,0.0,,,,,
JVASP-44917,Li2TiNi2O5,-1.95131,0.0,na,0.0784,,,,,
JVASP-47329,Li4VF8,-3.02942,0.0,3.348,0.1014,,,,,
JVASP-30460,BiS2,-0.36659,1.17,1.887,0.003,,,,,
JVASP-40443,TcRh3,-0.08628,0.0,na,0.0,,,,,
JVASP-47035,Li3Ni3OF7,-2.17461,0.867,na,0.0626,,,,,
JVASP-37285,Sm3I,-0.13357,0.0,na,0.3374,,,,,
JVASP-30754,TiZnGe2O6,-2.0375,2.074,2.718,0.0599,,,,,
JVASP-47331,Li3VF8,-2.89688,1.101,2.134,0.1308,,,,,
JVASP-46750,Li6MnFeP2C2O14,-2.04908,0.13,na,0.0731,,,,,
JVASP-45967,Dy2SO2,-3.43432,2.866,4.366,0.0113,,,,,
JVASP-5446,SbS8Cl3,-0.30787,2.502,3.553,0.0,,,,,
JVASP-37153,Nb3Cr,0.2687,0.0,0.0,0.2812,,,,,
JVASP-45835,LiVSiO4,-2.49059,1.094,na,0.1846,,,,,
JVASP-36927,KGeBr3,-1.08265,1.411,1.641,0.0372,,,,,
JVASP-36991,KCaBr3,-1.9892,4.164,5.906,0.098,,,,,
JVASP-45238,Li4Fe3CoO8,-1.66547,0.0,na,0.1001,,,,,
JVASP-30461,C3N4,0.31028,2.204,3.37,0.3205,,,,,
JVASP-47332,Li3VF8,-2.90537,1.748,2.527,0.1223,,,,,
JVASP-35207,Sr6Y2Al4O15,-3.3583,4.412,na,0.0,,,,,
JVASP-44918,Li2TiNi2O5,-1.98152,0.138,na,0.0482,,,,,
JVASP-59283,Al2SiO5,-3.16396,5.334,6.868,0.0064,,,,,
JVASP-45968,TmTaO4,-3.42628,3.635,4.82,0.0232,,,,,
JVASP-47037,Li5Mn3Co2O10,-1.83081,0.25,na,0.1144,,,,,
JVASP-46751,Li6CrFeP2C2O14,-2.04206,0.137,na,0.0,,,,,
JVASP-30755,MgSn2O5,-2.04042,1.95,na,0.0651,,,,,
JVASP-30139,InH5N2F2,-0.98703,3.685,5.716,0.0,,,,,
JVASP-37075,SmTlTe2,-1.09743,0.649,1.013,0.0,,,,,
JVASP-45851,Nb2NiO6,-2.28024,0.497,na,0.0291,,,,,
JVASP-40444,ThCdAu2,-0.65883,0.0,na,0.0,,,,,
JVASP-29246,Th6CoBr15,-1.61346,0.577,0.613,0.0,,,,,
JVASP-44966,BeCo2O4,-1.68523,0.835,na,0.0,,,,,
JVASP-45841,Li2VC2O6,-1.76502,1.047,na,0.2193,,,,,
JVASP-37120,PrPd,-0.83117,0.0,na,0.0,,,,,
JVASP-37154,Nb3Cr,0.45968,0.0,na,0.4722,,,,,
JVASP-47038,Li2Cr3CuO8,-1.93623,0.0,na,0.0645,,,,,
JVASP-28945,Te2MoW3Se4S2,-0.60785,0.39,na,0.0615,,,,,
JVASP-44986,LiVBO4,-2.44515,0.0,3.317,0.1336,,,,,
JVASP-30462,C3N4,0.29215,1.089,na,0.3024,,,,,
JVASP-37286,Sm3Pd,-0.18099,0.0,0.0,0.2677,,,,,
JVASP-46752,Li6MnCrP2C2O14,-2.08265,0.857,na,0.0,,,,,
JVASP-45239,Li5V4O8,-2.27266,0.0,na,0.1347,,,,,
JVASP-269,SrTiO3,-3.41872,1.906,2.369,0.0,,,,,
JVASP-45969,Li3MgPCO7,-2.36953,5.79,na,0.0541,,,,,
JVASP-46239,Li4Cr3FeO8,-2.10433,0.0,na,0.0182,,,,,
JVASP-33572,VP2H6O6,-1.30548,1.274,na,0.0421,,,,,
JVASP-32273,BiClF8,-1.3638,1.961,na,0.0,,,,,
JVASP-35208,Zn2SiO4,-2.09611,2.449,3.717,0.0743,,,,,
JVASP-28946,MoW3Se6S2,-0.63371,0.478,na,0.1047,,,,,
JVASP-36929,CuAgF3,-1.39179,0.0,0.0,0.0202,,,,,
JVASP-47039,Li3Mn3CoO8,-1.89647,0.0,na,0.0725,,,,,
JVASP-33856,YMg3,-0.08891,0.0,na,0.0,,,,,
JVASP-45973,Li5SbS4,-1.14496,1.461,1.406,0.0809,,,,,
JVASP-4480,CaSiO3,-3.03566,4.068,na,0.1332,,,,,
JVASP-45847,LiFeSiO4,-2.20746,1.155,na,0.0945,,,,,
JVASP-32274,SiH3F,-0.78054,5.91,9.221,0.0143,,,,,
JVASP-14009,DyGe,-0.88479,0.0,na,0.0,,,,,
JVASP-46753,Li6VCrP2C2O14,-2.10622,0.46,na,0.0,,,,,
JVASP-30463,ZnH,0.40945,0.0,na,0.4101,,,,,
JVASP-47042,Li2Ni3OF6,-1.97988,0.714,na,0.0984,,,,,
JVASP-46241,Li6CrO6,-2.05674,0.578,na,0.0873,,,,,
JVASP-46918,LiVF4,-2.98466,1.068,na,0.0889,,,,,
JVASP-37121,Pd3N,1.14286,0.0,0.0,1.1467,,,,,
JVASP-30438,Sb2S2O,-0.70285,1.291,2.074,0.0048,,,,,
JVASP-45977,BeH2,-0.15143,5.784,7.407,0.0,,,,,
JVASP-47333,LiVF4,-3.04486,0.0,0.0,0.0287,,,,,
JVASP-5449,PbBr2,-0.95871,3.173,4.2,0.0,,,,,
JVASP-46758,Li6VCoP2C2O14,-2.06634,0.0,na,0.0,,,,,
JVASP-33593,MoH12PdN4O4,-0.75011,3.096,na,0.0,,,,,
JVASP-46919,Li7CoOF7,-2.77721,0.126,na,0.1359,,,,,
JVASP-46242,Li4Cr3FeO8,-2.1045,0.0,na,0.018,,,,,
JVASP-44427,Li2Mn3NiO8,-1.84673,0.28,na,0.0298,,,,,
JVASP-37155,NaSmTe2,-1.38701,1.173,1.819,0.0,,,,,
JVASP-47334,LiVF4,-3.01827,0.0,0.0,0.0553,,,,,
JVASP-33800,BH6CN3F4,-1.24404,5.668,7.402,0.0166,,,,,
JVASP-28620,Te2MoW3S6,-0.60104,0.071,na,0.2059,,,,,
JVASP-37076,TaPd,-0.35904,0.0,0.0,0.0,,,,,
JVASP-46920,Li2VO3F,-2.61563,2.38,na,0.0716,,,,,
JVASP-37289,Sm2TlHg,-0.38872,0.0,0.0,0.0025,,,,,
JVASP-47336,Li5VF8,-3.05703,0.272,na,0.0833,,,,,
JVASP-46759,Li3ZnPCO7,-2.11361,4.711,na,0.0495,,,,,
JVASP-14011,KCN,-0.39052,4.967,6.862,0.1244,,,,,
JVASP-46921,Li2MnNiO4,-1.78471,0.0,na,0.0526,,,,,
JVASP-33801,Sb2H8PtO4F12,-1.67276,1.764,2.924,0.0127,,,,,
JVASP-46814,Li3CuSbO5,-1.74249,0.52,na,0.026,,,,,
JVASP-29980,Bi7S9Cl3,-0.44413,0.939,na,0.1288,,,,,
JVASP-45853,Li2VF6,-3.08104,0.026,0.0,0.0233,,,,,
JVASP-47337,Li2Fe2SiO6,-1.95988,0.329,na,0.1786,,,,,
JVASP-47054,Li2FeNiO4,-1.61261,0.0,0.0,0.0599,,,,,
JVASP-46928,LiAgF4,-1.83068,1.349,na,0.0,,,,,
JVASP-44993,Li2HfO3,-3.03647,4.311,na,0.0074,,,,,
JVASP-46760,Li4TiMn3P4O16,-2.26088,0.056,na,0.0885,,,,,
JVASP-37156,NaYSe2,-1.82012,1.891,2.494,0.0,,,,,
JVASP-37290,Sm2ZnGa,-0.49034,0.0,na,0.0005,,,,,
JVASP-33968,TeMoS,-0.53302,0.0,0.0,0.0681,,,,,
JVASP-46817,Li5SbS,-0.96357,1.268,na,0.083,,,,,
JVASP-37122,PdN,0.72385,0.0,0.0,0.7316,,,,,
JVASP-45855,LiCoCuO4,-1.13537,0.0,0.0,0.0814,,,,,
JVASP-47347,Li3VCrP2O8F2,-2.4676,0.069,na,0.0619,,,,,
JVASP-47058,LiNiPO4,-1.89631,0.35,na,0.0864,,,,,
JVASP-29982,ReSeCl,-0.53239,1.523,1.955,0.0015,,,,,
JVASP-45018,Li2Fe3CoO8,-1.52625,0.0,na,0.1335,,,,,
JVASP-46940,Mn6O7F5,-2.04746,0.0,na,0.0,,,,,
JVASP-46764,Li3Co2Si2O8,-2.07708,0.01,na,0.1744,,,,,
JVASP-32125,CuH6N2Cl2,-0.46481,0.076,na,0.0489,,,,,
JVASP-14191,Ce2O3,-3.28533,0.0,0.0,0.264,,,,,
JVASP-30759,Cr2O5,-1.82291,0.421,na,0.0565,,,,,
JVASP-45029,Li2Fe3NiO8,-1.53185,0.0,na,0.067,,,,,
JVASP-38822,YbAl2Cu,-0.39007,0.0,na,0.0,,,,,
JVASP-45996,PtO3,-0.2371,0.0,na,0.2423,,,,,
JVASP-46765,Li2SiNiO4,-2.1427,0.126,na,0.0823,,,,,
JVASP-14087,PuFe2Si2,-0.56237,0.0,0.0,0.0083,,,,,
JVASP-47367,Li2VNiO4,-2.02425,0.0,na,0.1494,,,,,
JVASP-45858,Li2V2F7,-2.90331,0.0,na,0.1101,,,,,
JVASP-47061,Li2V2F7,-2.8857,0.025,na,0.1277,,,,,
JVASP-46946,V2O3F,-2.65237,0.0,na,0.0256,,,,,
JVASP-36932,MgAgF3,-2.69349,2.184,4.715,0.0,,,,,
JVASP-37123,Pd3N,0.44269,0.0,0.0,0.4466,,,,,
JVASP-45055,LiCo2O4,-1.38577,0.0,na,0.1065,,,,,
JVASP-33857,TmMg3,-0.03841,0.0,na,0.0134,,,,,
JVASP-47370,Li8MnO5F,-2.16408,1.76,na,0.0,,,,,
JVASP-45861,Li3FeCo3O8,-1.58764,0.0,0.0,0.0707,,,,,
JVASP-45240,LiFeO3,-1.55384,0.0,0.0,0.0473,,,,,
JVASP-47063,LiV2O2F3,-2.74272,0.0,na,0.11,,,,,
JVASP-37157,NaSmSe2,-1.77554,1.801,2.828,0.0,,,,,
JVASP-46766,Li2MnSi2O6,-2.48902,2.103,na,0.0549,,,,,
JVASP-37077,TaCuN2,-0.42617,0.418,0.582,0.3785,,,,,
JVASP-44511,Li3Co4CuO8,-1.34125,0.0,na,0.1905,,,,,
JVASP-47371,Li4FeSi2O7,-2.4467,0.303,na,0.051,,,,,
JVASP-40445,TcRu3,-0.06124,0.0,na,0.0,,,,,
JVASP-45057,Li4MnCr5O12,-2.10906,0.018,0.0,0.0805,,,,,
JVASP-45862,Li3Co3NiO8,-1.53673,0.326,na,0.0377,,,,,
JVASP-47070,HfCoO3,-2.46198,0.246,na,0.2126,,,,,
JVASP-30464,TlI3O9,-0.43018,2.15,na,0.0,,,,,
JVASP-33602,MoH2Cl2O3,-1.35259,2.322,2.725,0.0,,,,,
JVASP-37124,PrN,-1.19709,1.079,1.735,0.2986,,,,,
JVASP-44428,LiTiVO4,-2.80533,0.0,na,0.0249,,,,,
JVASP-47387,Li2MnO2F,-2.29986,0.034,na,0.0,,,,,
JVASP-45067,Mg2FeO4,-2.20515,0.0,na,0.1376,,,,,
JVASP-44573,Ce2U3O10,-3.66788,0.0,na,0.0327,,,,,
JVASP-47075,LiV5O7F,-2.3971,0.0,0.0,0.1319,,,,,
JVASP-44514,LiCrPO4,-2.14241,0.715,na,0.0,,,,,
JVASP-45997,PtO3,-0.25457,0.0,0.0,0.2249,,,,,
JVASP-38823,MgNbRu2,-0.27157,0.0,0.0,0.0,,,,,
JVASP-45863,Li2FeSiO5,-2.18676,0.0,0.0,0.0951,,,,,
JVASP-37078,TaInSe2,-0.66235,0.0,0.0,0.0097,,,,,
JVASP-37158,NaVS2,-1.14296,0.0,0.0,0.0091,,,,,
JVASP-4285,Sb2S3,-0.33787,1.318,1.889,0.0,,,,,
JVASP-36992,KAgCl3,-1.10871,0.0,na,0.0,,,,,
JVASP-47076,Li3VO2F2,-2.68983,0.057,0.0,0.1582,,,,,
JVASP-47433,Li4Mn3OF11,-2.6999,0.483,na,0.0,,,,,
JVASP-48,C,0.0,0.0,2.347,0.0,,,,,
JVASP-45864,Li3Fe2Ni2O8,-1.55351,0.0,na,0.0469,,,,,
JVASP-46000,Li14Co2S9,-1.23844,0.604,na,0.1263,,,,,
JVASP-45075,Li3BePCO7,-2.30079,5.204,na,0.0489,,,,,
JVASP-33802,TeI2,0.0399,0.633,1.112,0.1033,,,,,
JVASP-47077,Li8VO5F,-2.23032,0.131,na,0.1162,,,,,
JVASP-45869,Mg3Fe3O8,-2.08476,0.0,na,0.0378,,,,,
JVASP-46001,Li3SbS4,-0.90467,1.473,na,0.0591,,,,,
JVASP-47436,Li2MnO2F,-2.29076,0.407,na,0.0,,,,,
JVASP-5458,TiCl2,-1.50184,0.0,0.0,0.0,,,,,
JVASP-59285,MgSiO3,-3.01144,4.959,6.997,0.0156,,,,,
JVASP-45986,YBiO3,-2.58403,3.169,4.252,0.0282,,,,,
JVASP-37125,Pd3N,1.04463,0.0,0.0,1.0485,,,,,
JVASP-47083,LiVF3,-2.73936,0.527,na,0.1676,,,,,
JVASP-45077,Lu2Co2O7,-2.41857,0.0,0.0,0.0,,,,,
JVASP-46004,DyNbO4,-3.21165,3.941,4.724,0.0021,,,,,
JVASP-4276,VCl3,-1.29379,0.0,0.162,0.0,,,,,
JVASP-45989,DyNbO4,-3.21378,3.218,3.811,0.0,,,,,
JVASP-45872,Li2FeSi2O6,-2.38423,0.005,0.0,0.1063,,,,,
JVASP-47085,LiFeSi2O6,-2.41638,1.356,na,0.0654,,,,,
JVASP-38824,ErMgZn2,-0.36444,0.0,0.0,0.0,,,,,
JVASP-37079,SmTlSe2,-1.43377,1.226,1.724,0.0,,,,,
JVASP-37159,NaSmS2,-1.97312,2.225,3.197,0.0,,,,,
JVASP-37126,Pd3Au,-0.0524,0.0,na,0.0093,,,,,
JVASP-47086,LiVF3,-2.68191,0.525,na,0.2251,,,,,
JVASP-45877,Li2MnOF2,-2.44456,0.439,na,0.0,,,,,
JVASP-45078,Na3MnPCO7,-2.02659,2.12,na,0.0,,,,,
JVASP-33803,PrI3,-1.37276,1.577,2.584,0.0,,,,,
JVASP-32287,Si3CCl8,-0.99122,4.464,5.753,0.0002,,,,,
JVASP-30440,PaP3,-0.728,0.0,na,0.0994,,,,,
JVASP-45881,LiVC2O6,-1.7487,0.559,na,0.122,,,,,
JVASP-33805,InCl3,-0.95932,2.595,4.317,0.0,,,,,
JVASP-535,TaSe2,-0.82142,0.0,0.0,0.0018,,,,,
JVASP-44431,LiVO2F2,-2.76413,1.832,na,0.0109,,,,,
JVASP-46005,Sr2HfO4,-3.45784,3.771,5.14,0.029,,,,,
JVASP-46243,Li4Cr3GaO8,-2.20862,1.231,na,0.0116,,,,,
JVASP-46767,LiMn2F6,-2.66005,0.0,0.0,0.0175,,,,,
JVASP-45883,Li2NiP2O7,-2.10614,1.009,na,0.0456,,,,,
JVASP-37160,NaScS2,-1.91861,1.692,2.344,0.0,,,,,
JVASP-37127,PdN,0.9466,0.0,0.0,0.9544,,,,,
JVASP-38825,Nb3Ru,-0.19162,0.0,0.0,0.0,,,,,
JVASP-44433,Li5WNO4,-2.08566,2.816,na,0.0,,,,,
JVASP-47093,Li3V3O5F3,-2.69875,0.0,0.0,0.1148,,,,,
JVASP-45891,Li3Fe2Si2O8,-2.25396,0.0,0.05,0.0664,,,,,
JVASP-46247,MnPO4,-1.95415,0.0,na,0.131,,,,,
JVASP-40450,LiTmPd2,-0.77172,0.0,na,0.0,,,,,
JVASP-47094,Li8NiO4F2,-2.15384,1.261,na,0.0972,,,,,
JVASP-37161,NaPrSe2,-1.75639,1.78,2.547,0.0,,,,,
JVASP-37080,SmTlS2,-1.59519,1.991,2.522,0.0,,,,,
JVASP-37081,TaHgS2,-0.77916,0.0,na,0.0804,,,,,
JVASP-46771,LiMn2OF3,-2.26108,1.035,na,0.0,,,,,
JVASP-46244,Li2AlCoO4,-2.16608,0.088,0.0,0.1835,,,,,
JVASP-47091,LiMnPO4,-2.15184,2.203,na,0.0667,,,,,
JVASP-40446,Tc3Ni,-0.11046,0.0,na,0.0,,,,,
JVASP-36994,RbSrCl3,-2.3722,5.313,8.075,0.0403,,,,,
JVASP-36753,MgCr2Se4,-0.74643,0.755,na,0.0135,,,,,
JVASP-45885,LiNiPO4,-1.91365,0.707,na,0.069,,,,,
JVASP-44375,Li2Ni2SbO6,-1.45745,0.0,na,0.063,,,,,
JVASP-44434,NaVSiCO7,-2.15631,1.543,na,0.0,,,,,
JVASP-46246,Li2AlNiO4,-2.08991,0.628,na,0.1416,,,,,
JVASP-33806,PmBr3,-1.84562,2.414,3.844,0.0,,,,,
JVASP-46772,Li3VPCO7,-2.13408,1.223,na,0.0,,,,,
JVASP-5461,AlSbI6,-0.50189,1.935,2.631,0.011,,,,,
JVASP-46773,Li2NiC2O6,-1.59124,1.366,na,0.0501,,,,,
JVASP-37128,PrRh,-0.70449,0.0,na,0.0,,,,,
JVASP-13219,VH2O2,-1.2429,0.321,na,0.3105,,,,,
JVASP-76916,Be2OsPt,0.51231,0.0,na,0.8519,,,,,
JVASP-45894,Ti3Mn2Co3O16,-1.95982,0.0,na,0.1234,,,,,
JVASP-38826,ZrAlRh2,-0.96548,0.0,0.0,0.0073,,,,,
JVASP-47096,Co3NiO8,-0.92107,0.0,na,0.0873,,,,,
JVASP-37586,Sm5Sb3,-0.96976,0.0,na,0.0,,,,,
JVASP-9768,Ba2LuRuO6,-2.749,0.059,na,0.0,,,,,
JVASP-44437,Li4V3Fe5O16,-1.99399,0.0,0.0,0.073,,,,,
JVASP-11233,Mg2V3O8,-2.6832,0.0,na,0.0409,,,,,
JVASP-76915,Sc2NiPd,1.94197,0.0,na,2.7007,,,,,
