formula,Tc,tc_source,dataset,pressure_gpa,lambda,wlog,debye_temp,dos_ef
HfRu2Ta,5.204,dft,jarvis_alex,,0.6292420581446383,192.4552764051699,345.0643615722656,3.5761905
GeRh2Zn,0.026,dft,jarvis_alex,,0.2691777897132185,180.12264620299962,348.78790283203125,1.1089789
MoTa2W,0.213,dft,jarvis_alex,,0.3271987379411328,199.88425814581467,371.2228088378906,3.1238132
GeLiPtRu,0.0,dft,jarvis_alex,,0.1395303745640471,226.09858811461496,349.5474853515625,1.7815973
HgNSc3,0.013,dft,jarvis_alex,,0.2532202040098124,201.9807982732732,408.7896423339844,0.59880936
CdNTi2,0.186,dft,jarvis_alex,,0.3059010558363902,316.3215282385061,420.51702880859375,2.4719298
Al6Y2,0.068,dft,jarvis_alex,,0.2826360301415835,258.93053865371195,408.0063781738281,3.5106494
CdGaRh2,0.0,dft,jarvis_alex,,0.1156304912617631,184.0271997051425,322.1329650878906,1.1321224
LaSiZn,2.442,dft,jarvis_alex,,0.5527272389352516,135.17042184482185,333.17889404296875,2.9890563
Ti2W2,9.746,dft,jarvis_alex,,0.7877094217378272,205.67447107321985,356.9876708984375,6.040704
Rh2YZn,0.0,dft,jarvis_alex,,0.1574096586883579,166.18349992197724,310.1690979003906,1.4126376
N4Nb6,3.682,dft,jarvis_alex,,0.487679559235677,327.53495449443454,560.39404296875,5.3941865
OsTc2V3,2.424,dft,jarvis_alex,,0.4607609446092487,276.6787016228419,452.5914306640625,3.8620503
MoPt2Rh,2.944,dft,jarvis_alex,,0.524195458110409,197.80235883082207,350.4148864746094,4.5126295
MgOs2Ta,0.091,dft,jarvis_alex,,0.301449902436719,177.0413744656266,334.06854248046875,3.4605043
AgCl3Cs,1.722,dft,jarvis_alex,,0.5690813247635151,86.24009935458227,185.24819946289065,1.4727856
B6Ca,0.024,dft,jarvis_alex,,0.2520544414868152,403.8181514238613,899.8843994140625,0.7216198
CdMgRh2,0.173,dft,jarvis_alex,,0.3402138367206864,118.8618457242013,308.5510559082031,3.1215084
Al4LuV2,0.044,dft,jarvis_alex,,0.2711305822076934,272.4188579989394,444.9837036132813,3.9898622
GaTcV6,4.043,dft,jarvis_alex,,0.5196584241819491,280.55397906248004,420.3000183105469,7.518738
Co2Nb2Ru2,0.213,dft,jarvis_alex,,0.3196736406131506,242.46574686303745,424.2630310058594,4.0648355
AuNb6Os,2.584,dft,jarvis_alex,,0.4959643477887163,215.0965902163385,347.9944763183594,5.4592023
MgNbPt2,0.044,dft,jarvis_alex,,0.2782395563653301,202.57356681104343,325.7559814453125,1.0299821
AlOs3Ti2,0.013,dft,jarvis_alex,,0.250468315129775,244.1291488761576,409.3243713378906,5.687847
GaSiY,0.033,dft,jarvis_alex,,0.2719177916128391,197.1436436935437,364.1461486816406,0.7982137
AlCuHfNi,0.772,dft,jarvis_alex,,0.4319696327485699,119.55956915216242,312.2319030761719,1.4344383
NiOsScZr,0.02,dft,jarvis_alex,,0.2627420010972047,188.4375401464071,330.9914245605469,2.2634814
Nb2ReTi,3.689,dft,jarvis_alex,,0.534531606934911,230.5741354852063,332.3187561035156,5.4395933
Al3Ni2Y,0.354,dft,jarvis_alex,,0.3448068164421287,219.44734586497515,490.5341796875,4.637683
RhRuSc2,0.0,dft,jarvis_alex,,0.1734299629917152,240.56340351353853,382.1871948242188,1.8725444
HfP2Sc,0.217,dft,jarvis_alex,,0.3224241635579524,229.1657593984564,454.9501647949219,1.2927375
NbPdZr2,3.751,dft,jarvis_alex,,0.5853000948312478,172.24883208491542,259.2867736816406,3.0896163
Ge2Te2Zr2,0.345,dft,jarvis_alex,,0.3666743899649341,138.45581485848223,336.1724548339844,1.5092758
GaMgPd2,0.598,dft,jarvis_alex,,0.4120181847625789,118.8128756731438,271.0804748535156,1.6396502
GaPtRuZn,0.0,dft,jarvis_alex,,0.1161329619153931,182.4159410131161,354.5536804199219,2.2191665
CPbSc2Y,0.0,dft,jarvis_alex,,0.1879234645945202,267.5312118677348,383.6785888671875,2.798138
Al2GaHf,1.495,dft,jarvis_alex,,0.4485772582447975,192.76400055276,347.7395324707031,1.2254567
PtRuSc2,0.0,dft,jarvis_alex,,0.112471530102674,223.45062237161576,333.4277038574219,1.1251786
HgInTi2,0.043,dft,jarvis_alex,,0.2774027061249726,204.6690798088672,300.9151306152344,4.8029823
TcZnZr2,0.921,dft,jarvis_alex,,0.4094958524752594,189.4406847157161,314.5483703613281,3.1391642
PtRhSc2,0.07,dft,jarvis_alex,,0.3002365044572768,141.9952770131471,297.2306213378906,1.7867004
TcV3,2.402,dft,jarvis_alex,,0.4627920196233748,268.42764165456583,429.2706604003906,4.7495217
CTeY2,0.075,dft,jarvis_alex,,0.2890282477129844,225.43396863207795,326.6697082519531,0.7726072
PPbSc2,0.013,dft,jarvis_alex,,0.2631756859251848,119.6089478867726,357.4184265136719,1.5699503
Co2NbRu,0.836,dft,jarvis_alex,,0.3827903815326168,254.96008196287823,466.1373901367188,4.123871
NbRhTa2,4.885,dft,jarvis_alex,,0.7075723558729966,131.3867046035934,343.7621154785156,3.6280074
AlNSc2Y,0.0,dft,jarvis_alex,,0.1962155283415177,290.33114664643995,517.8157958984375,2.5932155
HfRe2Ta,0.011,dft,jarvis_alex,,0.24978350758325,200.9336252276559,332.4872741699219,2.702408
Mo3Re,12.623,dft,jarvis_alex,,0.9063762928055225,202.370039950608,402.0933837890625,3.577615
CaP2Ru2,0.048,dft,jarvis_alex,,0.2734304688274691,267.7780159530511,457.09515380859375,1.1016579
Ta2TiW,9.502,dft,jarvis_alex,,0.8330754072213664,178.44255489541806,342.7424011230469,5.7770233
AlCSc2Zr,0.0,dft,jarvis_alex,,0.2003145911696079,293.2965971397161,591.8374633789062,2.0322456
Sc2Zr,5.494,dft,jarvis_alex,,0.6567642644955592,180.10892856109692,303.0289001464844,3.8216531
GaScYZn,0.011,dft,jarvis_alex,,0.2532039206016286,168.32733288157203,334.7657165527344,3.6286588
GaRh2Y,0.0,dft,jarvis_alex,,0.1664386663244997,157.35852264190768,330.3056945800781,1.2814716
CuLiZn,0.067,dft,jarvis_alex,,0.2872605453956496,214.74987651283425,319.6294250488281,1.8904823
Nb2Rh3Ta,5.725,dft,jarvis_alex,,0.7547953727897315,132.03639483713312,354.34002685546875,5.188713
N2Si2Ti4,0.856,dft,jarvis_alex,,0.3646409214363418,356.61071084709585,733.6156005859375,4.8378396
Cu2Ti,1.591,dft,jarvis_alex,,0.4378792646119069,230.98835138436385,380.1116333007813,2.6834452
Co2NaP2,0.002,dft,jarvis_alex,,0.2205414559236752,336.73837478735135,475.2237243652344,2.5804408
RhSc2Zn,0.318,dft,jarvis_alex,,0.3520688294341959,168.88122062076337,306.6300964355469,2.9978063
GeYZn,1.565,dft,jarvis_alex,,0.4979980338228553,127.83623208120024,335.37615966796875,1.1811339
Cu2P4Ti2,1.026,dft,jarvis_alex,,0.3870405423692899,292.2588355694381,507.0202331542969,3.3029513
ReSiTcV,1.441,dft,jarvis_alex,,0.4227735025009642,249.8683803570468,437.8450317382813,2.3341165
Rh6W2,0.204,dft,jarvis_alex,,0.3169878092155329,251.03647394832024,422.376953125,5.3519254
OsTc,2.367,dft,jarvis_alex,,0.4661841588952811,256.41160330062013,476.6401062011719,2.409126
AsSY2,0.116,dft,jarvis_alex,,0.3032271742790347,214.42178590616103,348.4298400878906,1.3630182
AgRhSc2,0.164,dft,jarvis_alex,,0.3268326199032036,154.56005138619057,270.2224426269531,2.410281
RuTa2V,0.142,dft,jarvis_alex,,0.3051600344035389,246.9139851092787,327.9061889648437,2.4286916
Be4CuIr,2.7,dft,jarvis_alex,,0.4550789150842655,324.9895381975066,644.8760986328125,1.8128369
GaNbTc,18.096,dft,jarvis_alex,,1.498923689726928,141.01600023825432,396.7625427246094,3.2276254
Co2HNbRu,0.004,dft,jarvis_alex,,0.2301497405646787,305.4372376625788,495.3901672363281,3.1508827
Cu2NbZn,3.544,dft,jarvis_alex,,0.5723750913122522,174.80567245784934,347.6521301269531,1.8592739
In2Li3,0.066,dft,jarvis_alex,,0.2930871166177458,171.5283960571143,302.4225769042969,0.6818176
NiPd2Sn,0.0,dft,jarvis_alex,,0.12845915239688,157.54850841147177,281.97882080078125,2.6679254
Hf2S,0.026,dft,jarvis_alex,,0.2705115287192609,165.55067434389392,311.5332336425781,0.8190518
AlCuPtRh,0.0,dft,jarvis_alex,,0.1248748419453575,184.6842442684061,331.2530212402344,1.2923203
In2N2Ti4,0.27,dft,jarvis_alex,,0.3171054114363645,330.1749382789307,497.31298828125,4.8140516
Ni2YZn3,0.107,dft,jarvis_alex,,0.3047816816490114,188.39914449996752,354.2231750488281,7.118014
Al2CuHf,0.015,dft,jarvis_alex,,0.2561192794839077,200.12316272900367,367.2522888183594,1.395494
OsTa2Tc,7.418,dft,jarvis_alex,,0.791888391423395,154.74004700227442,365.1380920410156,1.9629312
MgMoRh2,3.448,dft,jarvis_alex,,0.567621096249351,174.9373648545493,402.12689208984375,2.0535555
Co3HSn,0.0,dft,jarvis_alex,,0.1993436364410879,300.3883594469474,447.6382751464844,4.0699725
AlRu2Ti,0.918,dft,jarvis_alex,,0.3901034596757372,249.5023398126464,449.8863220214844,3.9752781
Mo3TaV2,0.833,dft,jarvis_alex,,0.3846195888255943,246.5412187331212,417.5353698730469,4.723293
Al3BaMg,0.021,dft,jarvis_alex,,0.2610066770278284,215.4764621334089,335.2821960449219,2.0623431
Be5Ir,5.1,dft,jarvis_alex,,0.495871603046875,423.5220760619054,735.9581298828125,3.967123
BiCTi2,2.522,dft,jarvis_alex,,0.5055668938758254,193.6403093830636,368.5101318359375,2.9068654
CoHNi2Si,0.0,dft,jarvis_alex,,0.1905270638736045,177.17774504861686,474.7467956542969,2.159495
Nb2RuTc,11.743,dft,jarvis_alex,,0.9620672643137133,169.12551843825327,407.144287109375,2.4493825
NiZr3,4.139,dft,jarvis_alex,,0.6443183023879661,142.599627359967,258.2227478027344,3.4815538
Ru2YZr,0.0,dft,jarvis_alex,,0.1693539019688681,202.54565945206508,330.8840026855469,1.9866486
CaRhSi3,3.164,dft,jarvis_alex,,0.5059250469844683,242.79976028470384,464.586669921875,2.080297
ReRuZr2,0.09,dft,jarvis_alex,,0.29648384134614,207.64299002407128,337.3913879394531,4.3164463
Mo3Ta,0.031,dft,jarvis_alex,,0.2650565020795888,258.9203974011036,389.8442687988281,1.659968
InRh2Zn,0.0,dft,jarvis_alex,,0.0998289270644545,170.4861619253949,329.30859375,1.8502046
Mo2OsRh,4.103,dft,jarvis_alex,,0.5630999434389474,214.02440494641448,426.4367370605469,3.525323
CdO,0.0,dft,jarvis_alex,,0.0392142995630841,348.73115400267204,327.7281799316406,0.63449854
Li2RuSi,0.934,dft,jarvis_alex,,0.3981102247867263,224.6771364770578,495.0377502441406,1.7024922
Al2OsRh,0.001,dft,jarvis_alex,,0.2154769531324217,221.8438589530619,445.876220703125,1.8117998
RuTi3,7.182,dft,jarvis_alex,,0.6502031992475903,242.0979300525717,452.5086364746094,5.0893245
GeLiPdRu,0.0,dft,jarvis_alex,,0.1296718327179682,227.3476031349656,371.7727355957031,2.0088253
InSnTi6,4.455,dft,jarvis_alex,,0.5781325944383662,212.73712362100088,367.1880798339844,6.107082
CdMnTi2,6.074,dft,jarvis_alex,,0.6506897241109278,203.662534798579,369.6634826660156,3.919728
Ni2P2Ta,0.695,dft,jarvis_alex,,0.3873212141232927,196.8339018700998,437.2449035644531,3.5225434
NbTaTc2,0.001,dft,jarvis_alex,,0.2099728787032543,263.7499448614088,392.9305114746094,0.9898361
CrTcW2,5.253,dft,jarvis_alex,,0.5905877341352115,234.5780812778572,401.4718017578125,2.4812713
CuGaScY,0.484,dft,jarvis_alex,,0.389410293932892,132.61049600716007,317.4466247558594,3.0065618
NbNi5,0.005,dft,jarvis_alex,,0.238275335323535,201.1286803604079,446.0978698730469,8.273076
Ba2LiNa,0.066,dft,jarvis_alex,,0.3150498297963831,85.70505734762226,148.0670166015625,7.099652
RuTcZr2,0.017,dft,jarvis_alex,,0.2551421006843901,236.1739952318912,369.3839416503906,2.174266
CuMgPt2,0.0,dft,jarvis_alex,,0.1976396351677213,151.15766905881114,307.8696594238281,1.701307
LiMoRu2,2.254,dft,jarvis_alex,,0.4785393295667595,217.641667347971,400.3048400878906,2.8825364
CoN2,0.002,dft,jarvis_alex,,0.2226974292206191,242.8594862720975,394.1648254394531,1.0703118
PdPtV2,1.261,dft,jarvis_alex,,0.4168287714750451,235.67271557000743,406.8679504394531,4.76859
AlHTi2Zr,2.957,dft,jarvis_alex,,0.4924193384292472,252.76102695913417,402.6657409667969,3.129938
NbPdTi2,3.311,dft,jarvis_alex,,0.5360145442816239,204.61142662595503,321.404052734375,2.836279
Mo2TaV,0.548,dft,jarvis_alex,,0.3621824292602322,239.33086850139983,380.6841735839844,3.1042387
SSc2Sn,0.531,dft,jarvis_alex,,0.3965558962487164,130.74358710869294,380.1636047363281,1.9038804
CuHfRh2,0.003,dft,jarvis_alex,,0.2317524640252714,195.15385594223932,329.4605407714844,4.2358932
Mo2NbV,0.706,dft,jarvis_alex,,0.3741837475210333,248.4375623609984,395.7439880371094,2.7066705
NOTi6,1.227,dft,jarvis_alex,,0.3962702167802486,303.6696211347031,546.176513671875,5.3854933
RhZn3,0.266,dft,jarvis_alex,,0.3476824462692073,154.9436841726488,311.6081237792969,1.7028357
BeMgSc2,0.017,dft,jarvis_alex,,0.2513525885252554,289.0512104084958,460.8391723632813,2.6866713
InTiZn2,0.0,dft,jarvis_alex,,0.1866503380621691,206.62663416684788,333.9635925292969,1.6009187
C2Ti4Zn2,2.365,dft,jarvis_alex,,0.5170665154888645,166.35900627351924,571.0352172851562,4.94861
AlHfNiPd,5.868,dft,jarvis_alex,,1.051745741742527,72.07690619599492,273.4010009765625,2.9767644
AlMgY2,0.102,dft,jarvis_alex,,0.3071249002973551,167.33340647664966,302.2913513183594,2.608868
AlHf2Ti,1.477,dft,jarvis_alex,,0.4475558052606883,192.79475137722247,325.4271850585937,3.4941323
Ru2ScTi,0.007,dft,jarvis_alex,,0.2396038497182212,260.1821149220397,420.4920959472656,2.3804848
HfNbTc2,0.056,dft,jarvis_alex,,0.2798237257683487,239.53505273644856,371.2577819824219,3.1259232
AlLiOsZr,3.79,dft,jarvis_alex,,0.56757037399385,191.82049028296328,304.8598937988281,2.6204531
MoRuTaV,0.071,dft,jarvis_alex,,0.282768475773335,270.7697734949995,386.8493957519531,1.6425185
GeOsTcTi,0.022,dft,jarvis_alex,,0.2610249745538388,225.7033822964344,390.3083190917969,2.1171281
Cu4HfPt,0.041,dft,jarvis_alex,,0.2817337317120764,161.39089668237114,283.8570556640625,5.414535
AlGaRh2,0.0,dft,jarvis_alex,,0.1929387691700448,212.1911141151575,420.8695373535156,1.0565542
LiNiSiZn,0.076,dft,jarvis_alex,,0.2887385344202035,231.43498263324224,424.2709655761719,0.9132058
GaReRu2,6.538,dft,jarvis_alex,,0.8647167291887501,113.15991235399628,413.1654357910156,2.3432353
CNi2RuSc,4.761,dft,jarvis_alex,,0.665291796733792,149.61334734062984,491.86468505859375,2.4555073
AlNbPd2,2.413,dft,jarvis_alex,,0.5083254672655604,182.11002827193343,386.4565734863281,2.298082
TaTiW,5.734,dft,jarvis_alex,,0.6469705150962144,195.5578810841702,332.8114929199219,3.9772518
Al2CoHRu,0.0,dft,jarvis_alex,,0.1418374288112549,379.0091054442074,551.259765625,2.1451805
AgCCoY2,0.007,dft,jarvis_alex,,0.2461707303275607,174.4461174126357,338.41485595703125,2.77601
NbRhTa2,0.145,dft,jarvis_alex,,0.313907389525263,194.69289103132888,335.9373474121094,2.2481637
Ge2Ta,0.039,dft,jarvis_alex,,0.2751678877626505,206.45206562398403,377.2596740722656,0.722226
B4W2,3.711,dft,jarvis_alex,,0.486867444680622,331.98968285260685,676.8721923828125,1.8898188
AgMg2Sc3,0.263,dft,jarvis_alex,,0.3466681517899703,156.75707317411556,342.9574890136719,7.0399895
BeRh5,1.02,dft,jarvis_alex,,0.3956673482445392,255.0337467335148,477.4052429199219,7.7685885
SbZn2Zr,0.398,dft,jarvis_alex,,0.3707760484298754,148.62887854383334,294.1701354980469,1.3071245
NbPt,0.848,dft,jarvis_alex,,0.3969574502263785,208.0065727852391,368.0102233886719,1.2230766
AsHNb,1.24,dft,jarvis_alex,,0.3940191100498583,316.7675210161028,438.3638000488281,1.3869098
O6OsW,0.0,dft,jarvis_alex,,0.1708601272784893,507.75759459898,530.970703125,3.2525733
BRh3Y,0.0,dft,jarvis_alex,,0.1995471436314024,196.0901037514615,419.4719848632813,4.4022727
Al4ScZr,0.0,dft,jarvis_alex,,0.1631588187353183,281.98883656383583,574.9888305664062,2.5504274
Cr2HOs,9.727,dft,jarvis_alex,,0.6941874296215573,274.1397700792265,614.5411376953125,3.4472811
Co2GaTa,0.069,dft,jarvis_alex,,0.2873982038976224,218.70140546190555,407.8590698242188,1.1698775
Al2CNTi4,0.004,dft,jarvis_alex,,0.2266901442431612,410.9913830350875,713.9813842773438,4.9860272
InNTiZr2,2.094,dft,jarvis_alex,,0.4774789069041266,203.4832824175233,447.119140625,3.8344605
InMgNi2,0.002,dft,jarvis_alex,,0.2286456996717523,143.22397210519537,322.7220764160156,2.5373907
MoRe2Ti,0.079,dft,jarvis_alex,,0.2860030312900461,264.8915817432872,398.03411865234375,0.9083387
ScTcZn4,0.436,dft,jarvis_alex,,0.3596013880732007,200.16509089969324,378.6198120117188,5.794793
AlOs2V,0.014,dft,jarvis_alex,,0.250410394831227,248.63122637742708,435.6623229980469,1.5145448
MgPt2Sc,0.0,dft,jarvis_alex,,0.182575254186104,162.64454918050106,268.2569885253906,1.8064487
Ga2N2Zr4,0.933,dft,jarvis_alex,,0.4069448818705555,198.0770621558285,480.0217895507813,2.5836833
CaH2Pd,1.214,dft,jarvis_alex,,0.3705446501049619,453.79722616435055,374.3182067871094,1.0147765
CLuRh3,0.194,dft,jarvis_alex,,0.325922190432828,187.8209410717565,370.3574523925781,1.0980464
Li2Sc2Si2,0.0,dft,jarvis_alex,,0.1323713329172199,326.4393786229514,586.7681884765625,0.7079637
AlLiRuSc,1.688,dft,jarvis_alex,,0.4511949736098568,211.8244062862808,427.3692321777344,1.7578386
Be2Ru2,0.168,dft,jarvis_alex,,0.3028917193221498,313.2747647721961,581.6456298828125,1.8409263
NTc3,2.946,dft,jarvis_alex,,0.4578764008563651,345.51330730893375,596.939697265625,2.7024062
Be2PdRu,0.726,dft,jarvis_alex,,0.3682023084497415,283.12893659571284,501.3290710449219,2.483923
Cu2GaNi3,0.0,dft,jarvis_alex,,0.1178269432744694,197.0228011204392,340.0898742675781,3.5125864
Pd3Sc,0.0,dft,jarvis_alex,,0.2016316599877517,176.90074897213768,326.4771423339844,4.036352
Pd2RhZr,0.0,dft,jarvis_alex,,0.210453857513013,198.10851606850272,369.3320617675781,5.396116
Os2PtRh2,0.731,dft,jarvis_alex,,0.3857068059666277,212.6011738865476,394.568359375,5.5252695
NbRu2Sc,0.002,dft,jarvis_alex,,0.2223824204385139,246.80554588975488,416.0941162109375,1.0091267
AsRh5Zr,0.168,dft,jarvis_alex,,0.3150683698027202,217.24595981004,385.8543395996094,5.3572416
MoNiTi2,2.557,dft,jarvis_alex,,0.489664869375141,224.13824880122843,456.5989685058594,3.5861022
InNSc2Y,0.0,dft,jarvis_alex,,0.1727956346472383,301.8064754158162,445.0879821777344,2.8472836
ReTa3,0.427,dft,jarvis_alex,,0.3635098669474546,182.01692048248108,302.5393981933594,3.8964734
AsNi2,0.753,dft,jarvis_alex,,0.4286247969739138,121.35258269108716,358.2706604003906,2.869439
CuScTcZr,0.125,dft,jarvis_alex,,0.3074226252732561,202.17702509103225,327.3564147949219,3.2128522
AlRu2Zr,0.065,dft,jarvis_alex,,0.2847443476881299,230.48738016464188,451.3791198730469,2.7141306
Mo2RhRu,4.811,dft,jarvis_alex,,0.587479485541718,218.6742244896369,459.6225891113281,2.9402132
Be4Re2,2.389,dft,jarvis_alex,,0.4638201190553073,263.7238671099944,585.240478515625,2.827651
Mo2VW,0.018,dft,jarvis_alex,,0.2529800488846344,280.09220497935206,404.9955139160156,3.7873209
Nb2TcW,0.019,dft,jarvis_alex,,0.2560024892285771,249.22188846296348,369.9194030761719,2.1127496
Ga2HfLi,0.012,dft,jarvis_alex,,0.2537352277414049,181.4528765726846,285.45465087890625,1.5291624
B2Co2Hf,0.019,dft,jarvis_alex,,0.249963228441525,361.77281522493774,559.0890502929688,2.4376364
AlBePtRh,0.001,dft,jarvis_alex,,0.2154745938402008,212.44242178285683,430.3880920410156,1.105692
AlGa2Zr,2.635,dft,jarvis_alex,,0.5048637263244758,204.1534761305448,391.1491394042969,1.3293791
GeMnRuV,0.355,dft,jarvis_alex,,0.3369046667985971,263.177744493156,453.0029296875,1.4588705
Hf4In2Zn2,0.59,dft,jarvis_alex,,0.4058674741479973,127.4592573992783,275.1856384277344,7.624921
CLiOsY2,0.002,dft,jarvis_alex,,0.2294206892276394,193.8441440563068,349.47003173828125,3.4299474
Mg6ScY,0.196,dft,jarvis_alex,,0.3327445307688236,160.0418771584795,336.6979064941406,6.4096785
H2Rh,1.169,dft,jarvis_alex,,0.3799528867040692,372.364165528592,417.4722900390625,0.8425532
Nb3Re,0.505,dft,jarvis_alex,,0.3592146639251312,233.4812109306867,329.6029357910156,3.470368
MgRh2Y,0.0,dft,jarvis_alex,,0.1578586271920969,172.161214082321,323.5823974609375,1.6977456
CoRuV6,2.369,dft,jarvis_alex,,0.4501655232119939,301.1421018591305,543.1343383789062,6.572986
HfSnTc2,0.892,dft,jarvis_alex,,0.4132337917105623,174.48832480622718,212.6819000244141,5.403304
LiRh2V,0.0,dft,jarvis_alex,,0.1891511623157878,250.61779888845416,436.4920043945313,2.1789389
Cu6Pd2,0.0,dft,jarvis_alex,,0.1007606189564134,200.78433581558608,325.8420104980469,1.8419605
CuPd2Ta,0.002,dft,jarvis_alex,,0.2283602747549857,188.190577106476,324.0770568847656,1.9147897
AlCoRuSc,0.154,dft,jarvis_alex,,0.3108991131924242,225.2886275953337,512.1083984375,3.993858
V2W2,0.563,dft,jarvis_alex,,0.3587433145726538,262.4985459210634,378.5890808105469,3.1801243
Al2PdRu,0.0,dft,jarvis_alex,,0.1658598816252577,230.4795142292996,448.2251892089844,0.8817596
PbRh2Sc,0.001,dft,jarvis_alex,,0.2159030806660599,157.6217305079684,306.8762512207031,1.4411511
B2Be2Hf2,0.771,dft,jarvis_alex,,0.3569855503867304,371.473652763727,644.094970703125,2.8875973
ReVW,0.275,dft,jarvis_alex,,0.3265477359101417,262.2090230860363,397.12591552734375,1.8441752
AlMgSc2,0.035,dft,jarvis_alex,,0.2723608480153284,207.0317877636853,431.1888427734375,2.7728512
NbRe2V,0.292,dft,jarvis_alex,,0.3289398953910327,262.28109865566915,369.2660827636719,1.8013749
GaYZn3,0.217,dft,jarvis_alex,,0.3386799162748611,154.028819306525,332.3178100585937,2.4300535
CdMg2Rh,0.001,dft,jarvis_alex,,0.225110770251966,137.91158653828438,269.5145263671875,1.140984
MgNZr3,0.476,dft,jarvis_alex,,0.3620788524356174,208.03872487353823,467.3668518066406,2.8140182
MoReTa2,0.002,dft,jarvis_alex,,0.2248917474519827,231.8824940353861,367.6080627441406,2.6980677
HgNbTi2,5.568,dft,jarvis_alex,,0.656239589482944,182.3921777644492,292.8287658691406,4.915978
OsRhZr2,2.157,dft,jarvis_alex,,0.5099381748240126,160.67772590365283,314.9370422363281,2.6728833
Au2Be6,4.931,dft,jarvis_alex,,0.5459942755778034,284.37743267628105,485.3936462402344,1.8515908
